"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","should propagate synchronous error with scope","Publish Mechanism","Thu Apr 03 01:44:13 GMT 2025","passed","Thu Apr 03 01:44:13 GMT 2025","Non-async errors with scope","Error propagation","",""
"","17","testAutowireCollection()","","Thu Apr 03 01:40:44 GMT 2025","passed","Thu Apr 03 01:40:44 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowireCollection"
"","21","should invoke fetchData with scope asynchronously","Publish Mechanism","Thu Apr 03 01:44:13 GMT 2025","passed","Thu Apr 03 01:44:13 GMT 2025","","Async methods with scope","",""
"","25","testMiddleArgParticipant()","","Thu Apr 03 01:40:37 GMT 2025","passed","Thu Apr 03 01:40:37 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMiddleArgParticipant"
"","41","testMonoWithVoidFromNull()","","Thu Apr 03 01:40:33 GMT 2025","passed","Thu Apr 03 01:40:33 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoWithVoidFromNull"
"","3202","testSimple()","","Thu Apr 03 01:40:44 GMT 2025","passed","Thu Apr 03 01:40:48 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testSimple"
"","11","testUnknownFailure()","","Thu Apr 03 01:40:38 GMT 2025","passed","Thu Apr 03 01:40:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testUnknownFailure"
"","50","should distinguish between methods with different names (with scope)","Publish Mechanism","Thu Apr 03 01:44:13 GMT 2025","passed","Thu Apr 03 01:44:13 GMT 2025","","Method parsing and conflict avoidance","",""
"","41","testMonoIntegerNull()","","Thu Apr 03 01:40:33 GMT 2025","passed","Thu Apr 03 01:40:33 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoIntegerNull"
"","15","testSimpleObject()","","Thu Apr 03 01:40:38 GMT 2025","passed","Thu Apr 03 01:40:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSimpleObject"
