"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","testReverseCopyLarge()","","2026-07-28","passed","2026-07-28","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyLarge"
"","103","testVertxFuture()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFuture"
"","786","testRpcCompletableFutureString()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testRpcCompletableFutureString"
"","11","testAutowired()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowired"
"","3","testMonoStringNull()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoStringNull"
"","3","testMonoWithValue()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoWithValue"
"","16","testSchemaFactory()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.idl.internal.TestSchemaFactory","org.kinotic.continuum.idl.internal.TestSchemaFactory","testSchemaFactory"
"","4","testSendAndReceiveCollection()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendAndReceiveCollection"
"","1","doesNotPreferLocalDeliveryForNonServiceScheme()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.event.DefaultEventBusServiceLocalDeliveryTest","org.kinotic.continuum.internal.core.api.event.DefaultEventBusServiceLocalDeliveryTest","doesNotPreferLocalDeliveryForNonServiceScheme"
"","90","clearsAfterConsumerUnregistered()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.event.DefaultEventBusServiceLocalDeliveryTest","org.kinotic.continuum.internal.core.api.event.DefaultEventBusServiceLocalDeliveryTest","clearsAfterConsumerUnregistered"
"","4","testLastArgParticipant()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testLastArgParticipant"
"","4","testMonoWithVoidFromEmpty()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoWithVoidFromEmpty"
"","2","testFirstArgParticipant()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testFirstArgParticipant"
"","5","testNestedArrays()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testNestedArrays"
"","1036","testException()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testException"
"","4","testMonoStringLiterallyNull()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoStringLiterallyNull"
"","72","testPutListOfSimpleObjects()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutListOfSimpleObjects"
"","1","testReverseCopySmall()","","2026-07-28","passed","2026-07-28","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopySmall"
"","5","testSendTwoArgsReturnOne()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendTwoArgsReturnOne"
"","42","testReverseCopyMedium()","","2026-07-28","passed","2026-07-28","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyMedium"
"","6","testSendTokenBuffer()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendTokenBuffer"
"","4","testRawCRI2()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.CRITests","org.kinotic.continuum.internal.core.api.CRITests","testRawCRI2"
"","43","testCreateFindRemove()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.TestSessionManager","org.kinotic.continuum.internal.core.api.TestSessionManager","testCreateFindRemove"
"","41","testMonoWithVoidFromNull()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoWithVoidFromNull"
"","11","testSimpleObject()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSimpleObject"
"","11","testPutNestedGenerics()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutNestedGenerics"
"","413","emitsCurrentStatusThenTracksRegistrationChanges()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.event.ListenerStatusMonitoringTest","org.kinotic.continuum.internal.core.api.event.ListenerStatusMonitoringTest","emitsCurrentStatusThenTracksRegistrationChanges"
"","119","testVertxFutureNullString()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFutureNullString"
"","1","testEventStreamWriteWithKey()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","testEventStreamWriteWithKey"
"","6","testSendCollection()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendCollection"
"","0","testEventStreamWriteWithoutKey()","","2026-07-28","passed","2026-07-28","","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","testEventStreamWriteWithoutKey"
