"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63","should connect and disconnect multiple times","Continuum Client Tests","Thu Aug 07 02:46:23 GMT 2025","passed","Thu Aug 07 02:46:23 GMT 2025","","","",""
"","40","should allow continuum CLI to connect but not send any data","Continuum Client Tests","Thu Aug 07 02:46:23 GMT 2025","passed","Thu Aug 07 02:46:23 GMT 2025","","","",""
"","13","testAutowireCollection()","","Thu Aug 07 02:42:19 GMT 2025","passed","Thu Aug 07 02:42:19 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowireCollection"
"","25","should invoke multiArgs with scope asynchronously","Publish Mechanism","Thu Aug 07 02:46:24 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","","Async methods with scope","",""
"","22","should invoke combine with scope synchronously","Publish Mechanism","Thu Aug 07 02:46:24 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","","Non-async methods with scope","",""
"","7","testMonoWithValue()","","Thu Aug 07 02:41:44 GMT 2025","passed","Thu Aug 07 02:41:44 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoWithValue"
"","17","should process list of complex objects without scope","Publish Mechanism","Thu Aug 07 02:46:24 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","Complex object handling","Error propagation","",""
"","1211","testSerializeDeserializeObjectC3Type()","","Thu Aug 07 02:42:12 GMT 2025","passed","Thu Aug 07 02:42:13 GMT 2025","","org.kinotic.continuum.idl.internal.TestIdl","org.kinotic.continuum.idl.internal.TestIdl","testSerializeDeserializeObjectC3Type"
"","14","testUnknownFailure()","","Thu Aug 07 02:41:45 GMT 2025","passed","Thu Aug 07 02:41:45 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testUnknownFailure"
"","25","testPutNestedGenerics()","","Thu Aug 07 02:41:44 GMT 2025","passed","Thu Aug 07 02:41:45 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutNestedGenerics"
"","170","should connect and disconnect","Continuum Client Tests","Thu Aug 07 02:46:23 GMT 2025","passed","Thu Aug 07 02:46:23 GMT 2025","","","",""
"","63","should distinguish between methods with different names (no scope)","Publish Mechanism","Thu Aug 07 02:46:24 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","","Method parsing and conflict avoidance","",""
"","14","testAutowired()","","Thu Aug 07 02:42:19 GMT 2025","passed","Thu Aug 07 02:42:19 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowired"
"","16","should fail when too few arguments are provided to combine","Publish Mechanism","Thu Aug 07 02:46:24 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","Argument count mismatch","Error propagation","",""
"","53","should distinguish between methods with different names (with scope)","Publish Mechanism","Thu Aug 07 02:46:24 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","","Method parsing and conflict avoidance","",""
"","43","should allow connection with session id","Continuum Client Tests","Thu Aug 07 02:46:23 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","","","",""
"","2201","testSimple()","","Thu Aug 07 02:42:19 GMT 2025","passed","Thu Aug 07 02:42:21 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testSimple"
"","29","should return missing method error","Continuum RPC Tests","Thu Aug 07 02:46:24 GMT 2025","passed","Thu Aug 07 02:46:24 GMT 2025","","","",""
"","4035","testInfiniteFlux()","","Thu Aug 07 02:41:40 GMT 2025","passed","Thu Aug 07 02:41:44 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testInfiniteFlux"
"","42","testReverseCopyMedium()","","Thu Aug 07 02:42:27 GMT 2025","passed","Thu Aug 07 02:42:27 GMT 2025","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyMedium"
"","15","testSimpleObject()","","Thu Aug 07 02:41:44 GMT 2025","passed","Thu Aug 07 02:41:44 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSimpleObject"
