"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","124","testVertxFutureNullString()","","Mon Aug 25 00:26:12 GMT 2025","passed","Mon Aug 25 00:26:12 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFutureNullString"
"","19","should fail when too many arguments are provided to greet","Publish Mechanism","Mon Aug 25 00:30:48 GMT 2025","passed","Mon Aug 25 00:30:48 GMT 2025","Argument count mismatch","Error propagation","",""
"","37","should propagate interceptor error","Context Injection","Mon Aug 25 00:30:48 GMT 2025","passed","Mon Aug 25 00:30:48 GMT 2025","","Context injection tests","",""
"","96","should invoke greet synchronously","Publish Mechanism","Mon Aug 25 00:30:48 GMT 2025","passed","Mon Aug 25 00:30:48 GMT 2025","","Non-async methods without scope","",""
"","31","should invoke fetchData with scope asynchronously","Publish Mechanism","Mon Aug 25 00:30:48 GMT 2025","passed","Mon Aug 25 00:30:48 GMT 2025","","Async methods with scope","",""
"","104","testVertxFuture()","","Mon Aug 25 00:26:12 GMT 2025","passed","Mon Aug 25 00:26:12 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFuture"
"","7","testNestedArrays()","","Mon Aug 25 00:26:12 GMT 2025","passed","Mon Aug 25 00:26:12 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testNestedArrays"
"","44","should inject context with tenant1 realm","Context Injection","Mon Aug 25 00:30:48 GMT 2025","passed","Mon Aug 25 00:30:48 GMT 2025","","Context injection tests","",""
"","13","should return missing service error","Continuum RPC Tests","Mon Aug 25 00:30:49 GMT 2025","passed","Mon Aug 25 00:30:49 GMT 2025","","","",""
"","24","testMonoIntegerNull()","","Mon Aug 25 00:26:08 GMT 2025","passed","Mon Aug 25 00:26:08 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoIntegerNull"
"","22","testPutNestedGenerics()","","Mon Aug 25 00:26:12 GMT 2025","passed","Mon Aug 25 00:26:12 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutNestedGenerics"
"","33","should handle scoped vs unscoped services independently","Publish Mechanism","Mon Aug 25 00:30:48 GMT 2025","passed","Mon Aug 25 00:30:48 GMT 2025","","Method parsing and conflict avoidance","",""
"","0","testEventStreamWriteWithKey()","","Mon Aug 25 00:26:12 GMT 2025","passed","Mon Aug 25 00:26:12 GMT 2025","","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","testEventStreamWriteWithKey"
"","6045","should connect and disconnect","Continuum Unavailable Tests","Mon Aug 25 00:30:49 GMT 2025","passed","Mon Aug 25 00:30:55 GMT 2025","","","",""
"","27","should allow continuum CLI to connect but not send any data","Continuum Client Tests","Mon Aug 25 00:30:48 GMT 2025","passed","Mon Aug 25 00:30:48 GMT 2025","","","",""
"","10316","testSingleProducerMultiConsumer()","","Mon Aug 25 00:26:39 GMT 2025","passed","Mon Aug 25 00:26:49 GMT 2025","","org.kinotic.util.TestFluxFactory","org.kinotic.util.TestFluxFactory","testSingleProducerMultiConsumer"
"","1418","testException()","","Mon Aug 25 00:26:17 GMT 2025","passed","Mon Aug 25 00:26:18 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testException"
"","2","testReverseCopyLarge()","","Mon Aug 25 00:26:39 GMT 2025","passed","Mon Aug 25 00:26:39 GMT 2025","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyLarge"
