"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","testFirstArgParticipant()","","Thu Feb 06 03:39:39 GMT 2025","passed","Thu Feb 06 03:39:39 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testFirstArgParticipant"
"","1146","testRpcCompletableFutureString()","","Thu Feb 06 03:39:33 GMT 2025","passed","Thu Feb 06 03:39:34 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testRpcCompletableFutureString"
"","34","should return missing service error","Continuum RPC Tests","Thu Feb 06 03:42:50 GMT 2025","passed","Thu Feb 06 03:42:50 GMT 2025","","","",""
"","14","testAutowireCollection()","","Thu Feb 06 03:40:05 GMT 2025","passed","Thu Feb 06 03:40:05 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowireCollection"
"","19","testABunchOfArguments()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testABunchOfArguments"
"","23","testRawCRI1()","","Thu Feb 06 03:39:25 GMT 2025","passed","Thu Feb 06 03:39:25 GMT 2025","","org.kinotic.continuum.internal.core.api.CRITests","org.kinotic.continuum.internal.core.api.CRITests","testRawCRI1"
"","15","testPutNestedGenerics()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutNestedGenerics"
"","26","testMonoIntegerNull()","","Thu Feb 06 03:39:34 GMT 2025","passed","Thu Feb 06 03:39:34 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoIntegerNull"
"","41","should allow continuum CLI to connect but not send any data","Continuum Client Tests","Thu Feb 06 03:42:50 GMT 2025","passed","Thu Feb 06 03:42:50 GMT 2025","","","",""
"","1249","testSerializeDeserializeObjectC3Type()","","Thu Feb 06 03:40:18 GMT 2025","passed","Thu Feb 06 03:40:20 GMT 2025","","org.kinotic.continuum.idl.internal.TestIdl","org.kinotic.continuum.idl.internal.TestIdl","testSerializeDeserializeObjectC3Type"
"","4","testMonoWithVoidFromEmpty()","","Thu Feb 06 03:39:39 GMT 2025","passed","Thu Feb 06 03:39:39 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoWithVoidFromEmpty"
"","12","testLimitedFlux()","","Thu Feb 06 03:39:39 GMT 2025","passed","Thu Feb 06 03:39:39 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testLimitedFlux"
"","15","testSimpleObject()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSimpleObject"
"","13","testSendCollection()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendCollection"
"","162","should connect and disconnect","Continuum Client Tests","Thu Feb 06 03:42:50 GMT 2025","passed","Thu Feb 06 03:42:50 GMT 2025","","","",""
"","13","testPutMapOfSimpleObjects()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutMapOfSimpleObjects"
"","21","testReverseCopySmall()","","Thu Feb 06 03:40:25 GMT 2025","passed","Thu Feb 06 03:40:25 GMT 2025","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopySmall"
"","45","testCreateFindRemove()","","Thu Feb 06 03:39:39 GMT 2025","passed","Thu Feb 06 03:39:39 GMT 2025","","org.kinotic.continuum.internal.core.api.TestSessionManager","org.kinotic.continuum.internal.core.api.TestSessionManager","testCreateFindRemove"
"","8","testUnknownFailure()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testUnknownFailure"
"","8","testMonoEmptyString()","","Thu Feb 06 03:39:34 GMT 2025","passed","Thu Feb 06 03:39:34 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoEmptyString"
"","4021","testInfiniteFlux()","","Thu Feb 06 03:39:34 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testInfiniteFlux"
"","153","should execute method with string parameter","Continuum RPC Tests","Thu Feb 06 03:42:50 GMT 2025","passed","Thu Feb 06 03:42:50 GMT 2025","","","",""
"","61","should allow connection with session id","Continuum Client Tests","Thu Feb 06 03:42:50 GMT 2025","passed","Thu Feb 06 03:42:50 GMT 2025","","","",""
"","5","testMonoStringNull()","","Thu Feb 06 03:39:39 GMT 2025","passed","Thu Feb 06 03:39:39 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoStringNull"
"","85","testPutListOfSimpleObjects()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutListOfSimpleObjects"
